DIVENUMBER,Date,Expedition,Leg,Dive,Site,Ocean,LargeMarineEcosystem,Country,FishCouncilRegion,Locality,SurveyID,Station,PI,PIAffiliation,Purpose,CruiseComments,EventID,SamplingEquipment,VehicleName,DataProvider,DataContact,Vessel,LocationAccuracy,WebSite,Citation
Pisces 4 170,10/19/06,0608,,170,Hilo,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Main Hawaiian Islands; Hawaii; Hilo,KOK06-08,KOK06-08-P4-170,"Potts, Donald",,Drowned reefs off Hilo and their implications for reef development and climate change during the Late Pleistocene,,P4-170,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,50m,,
Pisces 4 171,10/20/06,0608,,171,Hilo,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Main Hawaiian Islands; Hawaii; Hilo,KOK06-08,KOK06-08-P4-171,"Potts, Donald",,Drowned reefs off Hilo and their implications for reef development and climate change during the Late Pleistocene,,P4-171,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,20m,,
Pisces 4 172,10/22/06,0608,,172,Kahoʻolawe,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Main Hawaiian Islands; Kahoolawe,KOK06-08,KOK06-08-P4-172,"Polhemus, Dan",,Boundaries and Bridges: Efficacy of marine protected areas for deep-slope snappers,,P4-172,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,20m,,
Pisces 4 177,10/31/06,0608,,177,Makapuu,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Main Hawaiian Islands; Oahu; Makapuu,KOK06-08,KOK06-08-P4-177,"Parrish, Frank",,"Exploration of the deep slopes of the US Line and Phoenix Islands to investigate the biogeography of deepwater fish and corals, and identify paleo-shorelines",,P4-177,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,20m,,
Pisces 4 178,11/1/06,0608,,178,Penguin Bank,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Main Hawaiian Islands; Molokai; Penguin Bank,KOK06-08,KOK06-08-P4-178,"Boland, Raymond; Parrish, Frank",,Resurvey of Deep Artificial Reefs at Penguin Bank for Fish Community Structure and Invasive Coral Species,,P4-178,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,20m,,
Pisces 4 179,11/2/06,0608,,179,Penguin Bank,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Main Hawaiian Islands; Molokai; Penguin Bank,KOK06-08,KOK06-08-P4-179,"Moffitt, Robert",,Collection of bottomfish community faunal organisms,,P4-179,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,20m,,
Pisces 4 180,11/3/06,0608,,180,Penguin Bank,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Main Hawaiian Islands; Molokai; Penguin Bank,KOK06-08,KOK06-08-P4-180,"Boland, Raymond; Parrish, Frank",,Resurvey of Deep Artificial Reefs at Penguin Bank for Fish Community Structure and Invasive Coral Species,,P4-180,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,20m,,
Pisces 4 181,11/4/06,0608,,181,Molokaʻi,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Main Hawaiian Islands; Molokai,KOK06-08,KOK06-08-P4-181,"Boland, Raymond; Parrish, Frank",,Resurvey of Deep Artificial Reefs at Penguin Bank for Fish Community Structure and Invasive Coral Species,,P4-181,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,20m,,
Pisces 4 207,2/10/09,0907,,207,Mamala Bay,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Main Hawaiian Islands; Oahu; Mamala Bay,KOK09-07,KOK09-07-P4-207,"Wiltshire, John",,HURL: Test & Training,,P4-207,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,20m,,
Pisces 4 216,3/22/09,0907,,216,Mamala Bay,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Main Hawaiian Islands; Oahu; Mamala Bay,KOK09-07,KOK09-07-P4-216,"Wolfinger, Kirk (Lone Wolf Productions)",,Investigation of the Japanese Midget submarines,,P4-216,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,>1000m,,
Pisces 4 218,11/15/09,0918,,218,West Oʻahu,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Main Hawaiian Islands; Oahu; West,KOK09-18,KOK09-18-P4-218,"Wiltshire, John",,HURL: Test & Training,,P4-218,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,>1000m,,
Pisces 4 219,11/16/09,0918,,219,West Oʻahu,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Main Hawaiian Islands; Oahu; West,KOK09-18,KOK09-18-P4-219,"Wiltshire, John",,HURL: Test & Training,,P4-219,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,50m,,
Pisces 4 220,11/17/09,0918,,220,Barbers Point,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Main Hawaiian Islands; Oahu; Barbers Point,KOK09-18,KOK09-18-P4-220,"Wiltshire, John",,HURL: Test & Training,,P4-220,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,50m,,
Pisces 4 221,11/20/09,0918,,221,Auau Channel,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Main Hawaiian Islands; Maui; Auau Channel,KOK09-18,KOK09-18-P4-221,"Kahng, Sam",,Impact of Carijoa sp. on black coral habitat in Hawaii,,P4-221,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,20m,,
Pisces 4 222,11/21/09,0918,,222,Auau Channel,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Main Hawaiian Islands; Maui; Auau Channel,KOK09-18,KOK09-18-P4-222,"Kahng, Sam",,Impact of Carijoa sp. on black coral habitat in Hawaii,,P4-222,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,20m,,
Pisces 4 224,11/25/09,0918,,224,Twin Banks,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Papahānaumokuākea Marine National Monument (PMNM); Northwestern Hawaiian Islands; Twin Banks,KOK09-18,KOK09-18-P4-224,"Kelley, Christopher",,Megafauna of Deep Seamounts and Ridges in the NWHI Monument,,P4-224,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,50m,,
Pisces 4 225,11/28/09,0918,,225,Twin Banks,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Papahānaumokuākea Marine National Monument (PMNM); Northwestern Hawaiian Islands; Twin Banks,KOK09-18,KOK09-18-P4-225,"Kelley, Christopher",,Megafauna of Deep Seamounts and Ridges in the NWHI Monument,,P4-225,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,50m,,
Pisces 4 226,12/1/09,0918,,226,Pueo Pt Pinnacle,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Main Hawaiian Islands; Niihau; Pueo Pt Pinnacle,KOK09-18,KOK09-18-P4-226,"Kelley, Christopher",,Bottomfish Habitat Survey and Movement: Value and Effectiveness of State Restricted Fishing Areas and Fishery Effects on Precious Corals,,P4-226,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,20m,,
Pisces 4 227,12/2/09,0918,,227,East Niʻihau,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Main Hawaiian Islands; Niihau; East,KOK09-18,KOK09-18-P4-227,"Kelley, Christopher",,Bottomfish Habitat Survey and Movement: Value and Effectiveness of State Restricted Fishing Areas and Fishery Effects on Precious Corals,,P4-227,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,20m,,
Pisces 4 228,12/3/09,0918,,228,Middle Bank,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Papahānaumokuākea Marine National Monument (PMNM); Northwestern Hawaiian Islands; Middle Bank,KOK09-18,KOK09-18-P4-228,"Kelley, Christopher",,Megafauna of Deep Seamounts and Ridges in the NWHI Monument,,P4-228,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,50m,,
Pisces 4 229,12/4/09,0918,,229,Middle Bank,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Papahānaumokuākea Marine National Monument (PMNM); Northwestern Hawaiian Islands; Middle Bank,KOK09-18,KOK09-18-P4-229,"Kelley, Christopher",,Megafauna of Deep Seamounts and Ridges in the NWHI Monument,,P4-229,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,50m,,
Pisces 4 230,12/5/09,0918,,230,Niʻihau,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Main Hawaiian Islands; Niihau,KOK09-18,KOK09-18-P4-230,"Kelley, Christopher",,Megafauna of Deep Seamounts and Ridges in the NWHI Monument,,P4-230,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,20m,,
Pisces 4 231,1/17/10,1002,,231,Auau Channel,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Main Hawaiian Islands; Maui; Auau Channel,KOK10-02,KOK10-02-P4-231,"Parrish, Frank",,Investigating the Deep Coral Reefs of Hawai‘i,,P4-231,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,20m,,
Pisces 4 234,1/20/10,1002,,234,Auau Channel,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Main Hawaiian Islands; Maui; Auau Channel,KOK10-02,KOK10-02-P4-234,"Parrish, Frank",,Investigating the Deep Coral Reefs of Hawai‘i,,P4-234,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,20m,,
Pisces 4 242,2/23/11,1101,,242,Mamala Bay,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Main Hawaiian Islands; Oahu; Mamala Bay,KOK11-01,KOK11-01-P4-242,"Wiltshire, John",,HURL: Test & Training,,P4-242,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,>1000m,,
Pisces 4 243,3/28/11,1101a,,243,Mamala Bay,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Main Hawaiian Islands; Oahu; Mamala Bay,KOK11-1a,KOK11-1a-P4-243,Joakim Nilsson,,Survey of the Proposed Honolulu Seawater Air Conditioning Pipe Route,,P4-243,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,50m,,
Pisces 4 244,9/12/11,1112,,244,Mamala Bay,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Main Hawaiian Islands; Oahu; Mamala Bay,KOK11-12,KOK11-12-P4-244,"Wiltshire, John",,HURL: Test & Training,,P4-244,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,50m,,
Pisces 4 245,9/15/11,1112,,245,Mamala Bay,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Main Hawaiian Islands; Oahu; Mamala Bay,KOK11-12,KOK11-12-P4-245,"Wiltshire, John",,HURL: Test & Training,,P4-245,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,>1000m,,
Pisces 4 246,9/19/11,1112,,246,Mamala Bay,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Main Hawaiian Islands; Oahu; Mamala Bay,KOK11-12,KOK11-12-P4-246,"Johnstone, Gary",,Marine Investigation of Loihi Seamount and Deep Sea Precious Corals ,,P4-246,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,>1000m,,
Pisces 4 247,9/20/11,1112,,247,Keahole Pt,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Main Hawaiian Islands; Hawaii; Keahole Pt,KOK11-12,KOK11-12-P4-247,"Johnstone, Gary",,Marine Investigation of Loihi Seamount and Deep Sea Precious Corals ,,P4-247,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,20m,,
Pisces 4 248,9/21/11,1112,,248,Keahole Pt,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Main Hawaiian Islands; Hawaii; Keahole Pt,KOK11-12,KOK11-12-P4-248,"Johnstone, Gary",,Marine Investigation of Loihi Seamount and Deep Sea Precious Corals ,,P4-248,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,20m,,
Pisces 4 249,9/23/11,1112,,249,Loihi,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Main Hawaiian Islands; Loihi,KOK11-12,KOK11-12-P4-249,"Johnstone, Gary",,Marine Investigation of Loihi Seamount and Deep Sea Precious Corals ,,P4-249,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,50m,,
Pisces 4 250,9/24/11,1112,,250,Loihi,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Main Hawaiian Islands; Loihi,KOK11-12,KOK11-12-P4-250,"Johnstone, Gary",,Marine Investigation of Loihi Seamount and Deep Sea Precious Corals ,,P4-250,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,50m,,
Pisces 4 251,9/25/11,1112,,251,South Pt,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Main Hawaiian Islands; Hawaii; South Pt,KOK11-12,KOK11-12-P4-251,"Johnstone, Gary",,Marine Investigation of Loihi Seamount and Deep Sea Precious Corals ,,P4-251,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,50m,,
Pisces 4 252,9/26/11,1112,,252,Loihi South Rift,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Main Hawaiian Islands; Loihi; Loihi South Rift,KOK11-12,KOK11-12-P4-252,"Johnstone, Gary",,Marine Investigation of Loihi Seamount and Deep Sea Precious Corals ,,P4-252,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,50m,,
Pisces 4 253,10/10/11,1112,,253,Gardner Pinnacles,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Papahānaumokuākea Marine National Monument (PMNM); Northwestern Hawaiian Islands; Gardner Pinnacles,KOK11-12,KOK11-12-P4-253,"Clague, David",,Evidence for Miocene and Younger Glacial/Deglacial Climate Variability from Drowned Coral Reefs around Gardner Pinnacles,,P4-253,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,50m,,
Pisces 4 254,10/11/11,1112,,254,Gardner Pinnacles,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Papahānaumokuākea Marine National Monument (PMNM); Northwestern Hawaiian Islands; Gardner Pinnacles,KOK11-12,KOK11-12-P4-254,"Clague, David",,Evidence for Miocene and Younger Glacial/Deglacial Climate Variability from Drowned Coral Reefs around Gardner Pinnacles,,P4-254,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,50m,,
Pisces 4 255,10/12/11,1112,,255,Gardner Pinnacles,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Papahānaumokuākea Marine National Monument (PMNM); Northwestern Hawaiian Islands; Gardner Pinnacles,KOK11-12,KOK11-12-P4-255,"Clague, David",,Evidence for Miocene and Younger Glacial/Deglacial Climate Variability from Drowned Coral Reefs around Gardner Pinnacles,,P4-255,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,50m,,
Pisces 4 256,10/14/11,1112,,256,Necker Ridge,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Papahānaumokuākea Marine National Monument (PMNM); Northwestern Hawaiian Islands; Necker Ridge,KOK11-12,KOK11-12-P4-256,"Baco-Taylor, Amy",,Biology of the Enigmatic Necker Ridge,,P4-256,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,50m,,
Pisces 4 258,10/15/11,1112,,258,Necker Ridge,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Papahānaumokuākea Marine National Monument (PMNM); Northwestern Hawaiian Islands; Necker Ridge,KOK11-12,KOK11-12-P4-258,"Baco-Taylor, Amy",,Biology of the Enigmatic Necker Ridge,,P4-258,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,50m,,
Pisces 4 259,10/16/11,1112,,259,Necker Ridge,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Papahānaumokuākea Marine National Monument (PMNM); Northwestern Hawaiian Islands; Necker Ridge,KOK11-12,KOK11-12-P4-259,"Baco-Taylor, Amy",,Biology of the Enigmatic Necker Ridge,,P4-259,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,50m,,
Pisces 4 260,10/17/11,1112,,260,Necker Ridge,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Papahānaumokuākea Marine National Monument (PMNM); Northwestern Hawaiian Islands; Necker Ridge,KOK11-12,KOK11-12-P4-260,"Baco-Taylor, Amy",,Biology of the Enigmatic Necker Ridge,,P4-260,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,50m,,
Pisces 4 261,10/18/11,1112,,261,Necker Ridge,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Papahānaumokuākea Marine National Monument (PMNM); Northwestern Hawaiian Islands; Necker Ridge,KOK11-12,KOK11-12-P4-261,"Baco-Taylor, Amy",,Biology of the Enigmatic Necker Ridge,,P4-261,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,50m,,
Pisces 4 262,10/19/11,1112,,262,Necker Ridge,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Papahānaumokuākea Marine National Monument (PMNM); Northwestern Hawaiian Islands; Necker Ridge,KOK11-12,KOK11-12-P4-262,"Baco-Taylor, Amy",,Biology of the Enigmatic Necker Ridge,,P4-262,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,50m,,
Pisces 4 263,10/21/11,1112,,263,Gardner Pinnacles,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Papahānaumokuākea Marine National Monument (PMNM); Northwestern Hawaiian Islands; Gardner Pinnacles,KOK11-12,KOK11-12-P4-263,"Clague, David",,Evidence for Miocene and Younger Glacial/Deglacial Climate Variability from Drowned Coral Reefs around Gardner Pinnacles,,P4-263,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,50m,,
Pisces 4 264,10/22/11,1112,,264,Gardner Pinnacles,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Papahānaumokuākea Marine National Monument (PMNM); Northwestern Hawaiian Islands; Gardner Pinnacles,KOK11-12,KOK11-12-P4-264,"Clague, David",,Evidence for Miocene and Younger Glacial/Deglacial Climate Variability from Drowned Coral Reefs around Gardner Pinnacles,,P4-264,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,50m,,
Pisces 4 265,10/23/11,1112,,265,Gardner Pinnacles,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Papahānaumokuākea Marine National Monument (PMNM); Northwestern Hawaiian Islands; Gardner Pinnacles,KOK11-12,KOK11-12-P4-265,"Clague, David",,Evidence for Miocene and Younger Glacial/Deglacial Climate Variability from Drowned Coral Reefs around Gardner Pinnacles,,P4-265,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,20m,,
Pisces 4 266,10/24/11,1112,,266,Gardner Pinnacles,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Papahānaumokuākea Marine National Monument (PMNM); Northwestern Hawaiian Islands; Gardner Pinnacles,KOK11-12,KOK11-12-P4-266,"Clague, David",,Evidence for Miocene and Younger Glacial/Deglacial Climate Variability from Drowned Coral Reefs around Gardner Pinnacles,,P4-266,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,50m,,
Pisces 4 267,10/30/11,1112,,267,Sand Island,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,Main Hawaiian Islands; Oahu; Sand Island,KOK11-12,KOK11-12-P4-267,"Rocheleau, Andrew",,Sand Island Outfall Survey,,P4-267,Submersible,Pisces IV,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,20m,,
Pisces 5 642,7/1/05,0509,,642,Vailuluu Volcano,,NA,USA,Western Pacific,American Samoa; Vailuluu Volcano,KOK05-09,KOK05-09-P5-642,"Staudigel, Hubert; Young, Craig",,Bio-Hydro-Lithosphere Interactions at Vailulu'u Seamount,,P5-642,Submersible,Pisces V,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,50m,,
Pisces 5 643,7/3/05,0509,,643,N of Tau Island,,NA,USA,Western Pacific,American Samoa; N of Tau Island,KOK05-09,KOK05-09-P5-643,"Staudigel, Hubert; Young, Craig",,Bio-Hydro-Lithosphere Interactions at Vailulu'u Seamount,,P5-643,Submersible,Pisces V,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,50m,,
Pisces 5 644,7/4/05,0509,,644,Vailuluu Volcano,,NA,USA,Western Pacific,American Samoa; Vailuluu Volcano,KOK05-09,KOK05-09-P5-644,"Staudigel, Hubert; Young, Craig",,Bio-Hydro-Lithosphere Interactions at Vailulu'u Seamount,,P5-644,Submersible,Pisces V,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,50m,,
Pisces 5 645,7/5/05,0509,,645,Vailuluu Volcano,,NA,USA,Western Pacific,American Samoa; Vailuluu Volcano,KOK05-09,KOK05-09-P5-645,"Staudigel, Hubert; Young, Craig",,Bio-Hydro-Lithosphere Interactions at Vailulu'u Seamount,,P5-645,Submersible,Pisces V,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,50m,,
Pisces 5 646,7/6/05,0509,,646,Vailuluu Volcano,,NA,USA,Western Pacific,American Samoa; Vailuluu Volcano,KOK05-09,KOK05-09-P5-646,"Staudigel, Hubert; Young, Craig",,Bio-Hydro-Lithosphere Interactions at Vailulu'u Seamount,,P5-646,Submersible,Pisces V,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,50m,,
Pisces 5 647,7/7/05,0509,,647,Vailuluu Volcano,,NA,USA,Western Pacific,American Samoa; Vailuluu Volcano,KOK05-09,KOK05-09-P5-647,"Staudigel, Hubert; Young, Craig",,Bio-Hydro-Lithosphere Interactions at Vailulu'u Seamount,,P5-647,Submersible,Pisces V,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,50m,,
Pisces 5 648,7/9/05,0510,,648,Taema Bank,,NA,USA,Western Pacific,American Samoa; Taema Bank,KOK05-10,KOK05-10-P5-648,"Wright, Dawn",,Mapping Benthic Habitats of the Eastern American Samoan Islands,,P5-648,Submersible,Pisces V,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,20m,,
Pisces 5 649,7/10/05,0510,,649,Fagatele Bay,,NA,USA,Western Pacific,American Samoa; Fagatele Bay,KOK05-10,KOK05-10-P5-649,"Wright, Dawn",,Mapping Benthic Habitats of the Eastern American Samoan Islands,,P5-649,Submersible,Pisces V,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,20m,,
Pisces 5 650,7/11/05,0510,,650,Taema Bank,,NA,USA,Western Pacific,American Samoa; Taema Bank,KOK05-10,KOK05-10-P5-650,"Wright, Dawn",,Mapping Benthic Habitats of the Eastern American Samoan Islands,,P5-650,Submersible,Pisces V,University of Hawai_i Hawaii Undersea Research Laboratory,"Bingo, Sarah; sarahr6@hawaii.edu",Kaʻimikai O Kanaloa,20m,,
